ticket_id,subject,description,category,priority,department,resolution_type,resolution,resolved_in_steps,confidence_score,feedback,was_escalated,is_repeated_issue,is_ambiguous,source
DAT-G-0179,Need historical data for audit,"Hi, Our auditors need transaction data from 3 years ago. How do I access archived data?",Data & Reports,Medium,Marketing,information,Historical data older than 2 years is in the archive database. Submit a data retrieval request through the IT portal with specific date range and data type. The Data team will provide a formal export within 2 business days.,1,0.96,not_helpful,False,False,False,general
DAT-G-0180,Database query taking too long,Quick question — a query I run every day is suddenly taking 45 minutes instead of 2 minutes. Nothing has changed in my query.,Data & Reports,High,Marketing,step_by_step,Step 1: Check if database server is under unusual load. Step 2: Run EXPLAIN on your query to check for missing indexes. Step 3: Check if a large data import happened recently. Step 4: Contact the database admin team to review and optimise.,4,0.42,escalated,True,False,True,general
DAT-G-0181,Need historical data for audit,"Hi team, our auditors need transaction data from 3 years ago. How do I access archived data?",Data & Reports,Medium,HR,information,Historical data older than 2 years is in the archive database. Submit a data retrieval request through the IT portal with specific date range and data type. The Data team will provide a formal export within 2 business days.,1,0.87,not_helpful,False,False,False,general
DAT-G-0182,Excel file too large to open,I have been dealing with this for days. A shared Excel file has grown to over 200MB and now takes forever to open or crashes. Multiple people edit it daily.,Data & Reports,Medium,Finance,step_by_step,Step 1: Remove unused worksheets and named ranges. Step 2: Convert formulas to values where possible. Step 3: Split into smaller period-specific files. Step 4: Consider migrating to a database or BI tool.,4,0.83,satisfied,False,False,False,general
DAT-G-0183,Database query taking too long,"Hello, A query I run every day is suddenly taking 45 minutes instead of 2 minutes. Nothing has changed in my query. Please help.",Data & Reports,High,Finance,step_by_step,Step 1: Check if database server is under unusual load. Step 2: Run EXPLAIN on your query to check for missing indexes. Step 3: Check if a large data import happened recently. Step 4: Contact the database admin team to review and optimise.,4,0.47,escalated,True,False,True,general
DAT-G-0184,How do I access the data warehouse,Following up on this issue — i have been asked to pull historical sales data from last year. How do I access the data warehouse?,Data & Reports,Medium,IT,information,Data warehouse access is available through the Business Intelligence portal. Request access through your manager first. Once approved you will receive credentials and a link to the BI training guide.,1,0.72,not_helpful,False,False,False,general
DAT-G-0185,Report showing incorrect figures,"Hi team, the weekly stock report is showing figures that do not match what our team manually counted. The discrepancy is significant.",Data & Reports,High,Operations,step_by_step,Step 1: Check date range and filters applied to the report. Step 2: Identify specific items with discrepancies. Step 3: Compare report data with source transaction records. Step 4: Escalate to the data team with specific examples.,4,0.9,not_helpful,False,True,False,general
DAT-G-0186,Report showing incorrect figures,"Hello, The weekly stock report is showing figures that do not match what our team manually counted. The discrepancy is significant. Please help.",Data & Reports,High,Sales,step_by_step,Step 1: Check date range and filters applied to the report. Step 2: Identify specific items with discrepancies. Step 3: Compare report data with source transaction records. Step 4: Escalate to the data team with specific examples.,4,0.95,satisfied,False,True,False,general
DAT-G-0187,Cannot export data to CSV,Not sure if this is the right place but when I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen.,Data & Reports,Medium,IT,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.82,satisfied,False,True,False,general
DAT-G-0188,Need historical data for audit,"Hi, Our auditors need transaction data from 3 years ago. How do I access archived data?",Data & Reports,Medium,Operations,information,Historical data older than 2 years is in the archive database. Submit a data retrieval request through the IT portal with specific date range and data type. The Data team will provide a formal export within 2 business days.,1,0.78,satisfied,False,False,False,general
DAT-G-0189,Cannot export data to CSV,When I try to export data from our reporting system to CSV it downloads an empty file. The data is there on screen.,Data & Reports,Medium,Marketing,step_by_step,Step 1: Try exporting a smaller dataset. Step 2: Try a different browser. Step 3: Clear browser cache and retry. Step 4: Check if a pop-up blocker is preventing the download.,4,0.98,satisfied,False,True,False,general
DAT-G-0190,Monthly sales report not generating,"Hi team, the automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting.",Data & Reports,Critical,Operations,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.8,escalated,True,True,False,general
DAT-G-0191,Monthly sales report not generating,"Hello, The automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting. Please help.",Data & Reports,High,Finance,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.86,satisfied,False,True,False,general
DAT-G-0192,Monthly sales report not generating,"Hi, The automated monthly sales report that usually arrives on the first of the month has not been received. Finance is waiting.",Data & Reports,Medium,Operations,step_by_step,Step 1: Check the report scheduler to see if the job ran. Step 2: Check email delivery logs for failures. Step 3: Manually trigger the report run. Step 4: Investigate why the scheduled run failed and fix the schedule.,4,0.82,not_helpful,False,True,False,general
